threshold,f1_score,precision,recall,jaccard,hamming_loss
0.7215189873417721,0.455026455026455,0.4174757281553398,0.5,0.32016666666666665,0.206
0.7341772151898734,0.448,0.41379310344827586,0.4883720930232558,0.3118333333333333,0.207
0.7468354430379747,0.44986449864498645,0.4213197969543147,0.48255813953488375,0.31733333333333325,0.203
0.7594936708860759,0.45555555555555555,0.43617021276595747,0.47674418604651164,0.32233333333333325,0.196
0.7721518987341772,0.4568245125348189,0.4385026737967914,0.47674418604651164,0.32233333333333325,0.195
0.7848101265822784,0.449438202247191,0.43478260869565216,0.46511627906976744,0.3115,0.196
0.7974683544303798,0.43103448275862066,0.42613636363636365,0.436046511627907,0.289,0.198
0.810126582278481,0.42441860465116277,0.42441860465116277,0.42441860465116277,0.284,0.198
0.8227848101265822,0.4235294117647059,0.42857142857142855,0.4186046511627907,0.2763333333333333,0.196
0.8354430379746836,0.43373493975903615,0.45,0.4186046511627907,0.289,0.188
0.8481012658227848,0.42592592592592593,0.45394736842105265,0.4011627906976744,0.2815,0.186
0.8607594936708861,0.4,0.4405594405594406,0.36627906976744184,0.25566666666666665,0.189
0.8734177215189873,0.4025974025974026,0.45588235294117646,0.36046511627906974,0.2523333333333333,0.184
0.8860759493670886,0.3959731543624161,0.46825396825396826,0.3430232558139535,0.2503333333333333,0.18
0.8987341772151899,0.38162544169611307,0.4864864864864865,0.313953488372093,0.2495,0.175
0.9113924050632911,0.31226765799256506,0.4329896907216495,0.2441860465116279,0.18866666666666665,0.185
0.9240506329113924,0.2755905511811024,0.4268292682926829,0.20348837209302326,0.15283333333333332,0.184
0.9367088607594937,0.24267782426778242,0.43283582089552236,0.1686046511627907,0.1325,0.181
0.9493670886075949,0.20087336244541484,0.40350877192982454,0.13372093023255813,0.11000000000000001,0.183
0.9620253164556962,0.1596244131455399,0.4146341463414634,0.09883720930232558,0.0925,0.179
0.9746835443037974,0.06315789473684211,0.3333333333333333,0.03488372093023256,0.034166666666666665,0.178
0.9873417721518987,0.011428571428571429,0.3333333333333333,0.005813953488372093,0.01,0.173
1.0,0.0,0.0,0.0,0.0,0.172
